"Artist and Title","Days","Pk","(x?)","Total","Today"
"Bonez MC & RAF Camora - Letztes Mal","89","29","","289,660","0"
"Ghali - Paprika","118","117","","289,617","0"
"Katy Perry - Bon Appétit","72","40","","289,459","0"
"Taylor Swift - Florida","42","8","","289,452","0"
"Little Mix - Break Up Song","87","62","","289,445","0"
"Drake - Sticky","36","4","","289,282","0"
"MONA - Воин и дракон","100","131","","289,278","903"
"MHD - Pololo","87","50","","289,116","0"
"BORO, Artie 5ive & Andry The Hitmaker - Cadillac","96","86","","288,726","0"
"Roddy Ricch - High Fashion","68","40","","288,606","0"
"Kaaris - Panama","79","39","","288,595","0"
"Alex Warren - Carry You Home","21","120","","288,379","146"
"Heuss L'enfoiré - Les méchants","56","96","","288,365","0"
"Robin Schulz & Marc Scibilia - Unforgettable","50","113","","288,361","0"
"LOBODA - moLOko","83","82","","287,941","0"
"Rammstein - AUSLÄNDER","37","15","","287,861","7"
"Jhay Cortez, J Balvin & Bad Bunny - No Me Conoce","--","260","","287,777","0"
"Bonez MC & RAF Camora - Sommer","71","33","","287,695","0"
"Baby K - Playa","100","128","","287,603","0"
"Tayc - Room 69","81","37","","287,546","0"
"NLO - Танцы","101","136","","287,497","0"
"Dima Bilan & Mari Kraymbreri - It’s My Life","--","216","","287,453","0"
"Feid - Normal","--","275","","287,097","0"
"Tedua - Beatrice","92","98","","287,008","0"
"Marwa Loud - Fallait pas","72","99","","286,929","0"
"Diodato - Fai rumore","99","77","","286,869","0"
"Rels B - TU VAS SIN","--","222","","286,843","494"
"Макс Барских - БЕРЕГА","79","126","","286,831","0"
"SLAVA MARLOW - По глазам","90","88","","286,767","0"
"Ray Dalton - In My Bones","38","128","","286,590","0"
"Apache 207 - Sex mit dir","70","41","","286,392","0"
"Fred De Palma - Ti raggiungerò","92","136","","286,056","0"
"Emilio - Wonderful Christmastime","102","54","","285,985","0"
"Макс Корж - Малый повзрослел","--","327","","285,965","0"
"Booba - Validée","--","353","","285,744","152"
"SDM - Daddy","77","54","","285,720","0"
"Viktor Sheen - Rozdělený světy","--","607","","285,684","122"
"Sech, Ozuna & Anuel AA - Otro Trago","52","86","","285,654","0"
"Jordan Adetunji - Kehlani","61","29","","285,541","0"
"Donny Hathaway - This Christmas","63","32","","285,465","0"
"Selena Gomez & Rauw Alejandro - Baila Conmigo","48","65","","285,213","0"
"Emis Killa - Fuoco e benzina","71","111","","285,084","0"
"Capo Plaza - Ne è valsa la pena","55","112","","285,056","0"
"Orelsan - La Quête","54","36","","284,950","0"
"Taylor Swift - All Too Well","29","10","","284,899","0"
"OBOY - Cruel","31","83","","284,612","0"
"Eladio Carrión & Bad Bunny - Coco Chanel","--","261","","284,481","85"
"Sabrina Carpenter - When Did You Get Hot","55","12","","284,010","0"
"Shakira & Anuel AA - Me Gusta","50","82","","283,834","0"
"Robin Schulz & HUGEL - I Believe I'm Fine","82","57","","283,661","0"
"MACAN & SALUKI - Запрещаю забывать","96","73","","283,628","6"
"AMO & Aymen - Love all night","91","62","","283,379","0"
"Abraham Mateo & Ana Mena - Quiero Decirte","10","132","","283,334","0"
"Drake - Slime You Out","41","5","","283,275","0"
"Achille Lauro - 16 marzo","62","133","","283,198","133"
"Sfera Ebbasta - UHLALA","22","103","","283,193","255"
"RK & Ninho - Sale état","71","37","","283,191","0"
"Aka 7even - Mi manchi","71","106","","283,059","0"
"Kanye West & Andre Troutman - ALL THE LOVE","28","1","(x2)","282,745","839"
"Harry Styles - Little Freak","36","5","","282,701","0"
"SODA LUV - ЯЛРС","95","85","","282,608","0"
"Quevedo - Vista Al Mar","--","226","","282,432","0"
"Cro - Unendlichkeit","92","74","","282,388","0"
"Stormzy - Hide & Seek","106","60","","282,333","0"
"KATSEYE - Gabriela","65","81","","282,292","509"
"Bushido - Inshallah","57","43","","282,285","0"
"ALEKSEEV - Как ты там","73","101","","282,274","0"
"Ghali - Boogieman","92","106","","281,816","0"
"ATLXS - PASSO BEM SOLTO","67","21","","281,786","0"
"Aarne & BUSHIDO ZHO - ВМЕСТЕ","83","77","","281,689","0"
"Usher - Yeah","21","37","","281,527","0"
"Thegiornalisti - New York","59","130","","281,394","0"
"ClockClock - Sorry","83","75","","281,357","0"
"Джиган, Тимати, Егор Крид - Rolls Royce","85","57","","281,224","0"
"RAF Camora - Zukunft","65","39","","281,166","0"
"¥$, Kanye West, Ty Dolla $ign & Rich The Kid - CARNIVAL","18","4","","281,120","0"
"Rvssian, Rauw Alejandro & Chris Brown - Nostálgico","--","202","","280,862","0"
"UNDERGRUNN - Italia","--","454","","280,786","76"
"Sonny Fodera & Clementine Douglas - Tell Me","86","139","","280,748","0"
"Jhay Cortez & Anuel AA - Ley Seca","--","250","","280,582","0"
"Nekfeu - Elle pleut","33","42","","280,464","0"
"Ninho - M.I.L.S 2.0","60","61","","280,343","0"
"TASSO - Таю","50","135","","280,191","1,145"
"Jay Wheeler, DJ Nelson & Myke Towers - La Curiosidad","--","279","","280,114","0"
"Charli XCX & Troye Sivan - 1999","94","73","","280,099","0"
"Russ Millions x Tion Wayne - Body","56","27","","280,007","0"
"Snelle - Smoorverliefd","90","122","","279,899","0"
"Yüzyüzeyken Konuşuruz - Dinle Beni Bi'","--","583","","279,847","0"
"Joel Corry & Tom Grennan - Lionheart","106","91","","279,820","0"
"Тима Белорусских - Найду тебя","74","80","","279,404","0"
"10AGE & Ramil' - Ау","3","190","","279,303","0"
"sanah - Nic dwa razy","--","408","","279,164","109"
"Fabri Fibra - Pamplona","89","103","","279,112","0"
"Damso - 911","42","58","","278,957","0"
"PHARAOH - На луне","41","110","","278,953","0"
"Pop Smoke - Got It on Me","58","17","","278,853","0"
"GAIA - CHIAMO IO CHIAMI TU","84","97","","278,846","0"
"Loredana - Labyrinth","59","42","","278,800","0"
"Ghali - Casa Mia","87","55","","278,761","0"
"Mabel & Not3s - Fine Line","91","78","","278,681","0"
"KALUSH - Stefania","36","9","","278,398","0"
"Olivia Dean - Lady Lady","55","72","","278,392","900"
"Myke Towers & Juhn - Bandido","--","247","","278,118","0"
"Gambi - Dans l'espace","63","47","","278,009","0"
"Luis Fonsi & Ozuna - Imposible","5","169","","277,927","0"
"Jul - La street","67","122","","277,927","0"
"Cesare Cremonini & Elisa - Nonostante Tutto","80","161","","277,824","0"
"andreas odbjerg - hjem fra fabrikken","--","457","","277,700","34"
"The Weeknd, Playboi Carti & Madonna - Popular","33","5","","277,650","0"
"Marco Mengoni - Mi Fiderò","62","134","","277,615","0"
"JONY - Никак","78","71","","277,571","0"
"Jul - Un jour, je l'aurai","98","68","","277,566","0"
"Roxy Dekker - Gaan We Weg","8","179","","277,474","0"
"Gentleman - Devam","74","61","","277,413","0"
"5 Seconds of Summer - Easier","56","19","","277,331","0"
"Dawid Podsiadło - mori","--","439","","276,989","138"
"Nico Santos - Play With Fire","54","90","","276,978","0"
"Jazeek, Luciano & Miksu / Macloud - Playboy Bunnies","73","48","","276,956","0"
"Fedez - SAPORE","69","95","","276,787","0"
"Sam Smith - Like I Can","65","28","","276,740","0"
"Blueface - Thotiana","66","48","","276,590","0"
"The Script - Rain","85","72","","276,458","0"
"Felix Jaehn - Do It Better","67","103","","276,384","0"
"KALIM & Luciano - BLEIB' ÜBER NACHT","66","53","","276,307","0"
"Murda & Ezhel - Bi Sonraki Hayatımda Gel","--","380","","276,227","0"
"Samra - Weiss","66","34","","276,055","0"
"Salmo - STAI ZITTO","66","111","","276,049","0"
"MATRANG & Баста - Привет","74","114","","276,044","0"
"C ARMA - Yapma","42","152","","276,037","0"
"Akmal' - Мир нам завидовал","--","233","","275,945","277"
"Sean Paul featuring Keyshia Cole - (When You Gonna) Give It Up to Me","96","48","","275,894","2,258"
"No Limit, Orelsan & Ninho - Millions","76","55","","275,872","0"
"Tedua - Malamente","36","102","","275,824","0"
"Samra - BaeBae","53","40","","275,665","0"
"Sean Paul & J Balvin - Contra La Pared","95","128","","275,355","0"
"VERBEE - Зацепила","50","132","","275,210","0"
"Zivert - Del Mar","79","83","","275,105","0"
"Coez - La tua canzone","11","176","","274,972","0"
"Capital Bra, Samra & Santos - Purple Rain","62","35","","274,923","0"
"Jah Khalib - А я её","65","89","","274,758","0"
"LEA & Capital Bra - 7 Stunden","50","53","","274,641","0"
"Aretha Franklin - Winter Wonderland","61","41","","274,618","0"
"Mc Fioti, Future, J Balvin, Stefflon Don & Juan Magan - Bum Bum Tam Tam","79","79","","274,589","0"
"Adele - My Little Love","37","3","(x1)","274,559","0"
"Męskie Granie Orkiestra 2018 - Początek","--","444","","274,523","0"
"Ovy On the Drums, Quevedo & Beéle - YO y TÚ","--","219","","274,370","208"
"Kanye West - All Mine","31","4","","274,302","0"
"Drake - Mob Ties","32","10","","274,287","0"
"Gazo - MOLLY - A COLORS SHOW","70","36","","274,271","0"
"Michael Schulte & R3HAB - Waterfall","78","108","","274,181","0"
"Calcutta - 2minuti","108","95","","274,066","0"
"Becky G & Bad Bunny - Mayores","--","216","","273,855","0"
"Vegedream & Dj Leska - La fuite","6","185","","273,777","0"
"Eagles - Hotel California","--","274","","273,744","331"
"Noemi & Carl Brave - MAKUMBA","83","114","","273,717","0"
"Bankzitters - Huisfeestje","3","184","","273,583","0"
"Carl Brave - Malibu","19","145","","273,118","0"
"Marco Mengoni & Elodie - Pazza Musica","105","117","","273,085","0"
"Jah Khalib - Доча","84","63","","272,943","0"
"Jax Jones, Martin Solveig, RAYE & Europa - Tequila","100","91","","272,871","0"
"Coez - Domenica","22","132","","272,782","0"
"Bad Bunny & Chuwi - WELTiTA","46","22","","272,710","0"
"Booba - BB","65","49","","272,617","0"
"SENIDAH & RAF Camora - 100%","34","62","","272,240","65"
"Ozuna - Síguelo Bailando","--","207","","272,076","0"
"Jul - Superstar","93","55","","272,014","0"
"Little Mix - Confetti","84","68","","271,731","0"
"Pinguini Tattici Nucleari - Romantico Ma Muori","89","112","","271,550","0"
"Nico Santos - Safe","87","95","","271,096","0"
"Vintazh, ТРАВМА, SKIDRI & Dvrklxght - Плохая Девочка","107","71","","271,022","0"
"Ninho - Every day","56","41","","270,981","0"
"Gunna - wgft","60","94","","270,885","0"
"Central Cee - Commitment Issues","78","42","","270,874","0"
"GAYAZOV$ BROTHER$ & Filatov & Karas - Пошла жара","46","149","","270,666","0"
"Michael Bublé - Have Yourself a Merry Little Christmas","47","39","","270,574","0"
"Jonas Blue - What I like About You","66","66","","270,526","0"
"Sam Smith - To Die For","60","23","","270,525","0"
"Irama - Ovunque Sarai","79","50","","270,518","0"
"Sam Smith - One Last Song","62","18","","270,379","0"
"Saiko, Quevedo & Feid - POLARIS","--","233","","270,321","0"
"Irama - La genesi del tuo colore","92","108","","270,320","0"
"Big Baby Tape & Молодой Платон - ВЛЮБИЛАСЬ","49","106","","270,205","0"
"Aka 7even - Loca","94","105","","270,181","0"
"#2Маши - Босая","--","343","","270,103","0"
"Niall Horan - Nice to Meet Ya","57","27","","270,009","0"
"GIMS - Où aller","94","80","","269,894","0"
"Ronisia - Mélodie","91","38","","269,793","0"
"Kehlani - Nights Like This","69","43","","269,720","0"
"Niall Horan - Too Much to Ask","60","23","","269,719","0"
"Alok - Love Again","67","73","","269,600","0"
"alyona alyona & Jerry Heil - Teresa & Maria","23","24","","269,598","46"
"LEA - Treppenhaus","83","112","","269,051","0"
"Namika - Je ne parle pas français","77","87","","268,795","0"
"Tion Wayne - I Dunno","47","99","","268,765","0"
"21 Savage - a lot","71","19","","268,680","0"
"MACAN - За всех","64","60","","268,660","0"
"Frenna - Pretty Girls","--","229","","268,448","0"
"Quevedo & Ovy On the Drums - Sin Señal","--","242","","268,188","0"
"Eminem - Greatest","29","4","","268,184","0"
"Raim - Двигаться","65","81","","268,175","0"
"Azahriah & Desh - Mind1","--","784","","268,165","55"
"Rolf Zuckowski und seine Freunde - In der Weihnachtsbäckerei","62","157","","267,914","0"
"Olly & Juli - Menomale che c'è il mare","--","221","","267,879","344"
"Thegiornalisti - Maradona y Pelé","98","142","","267,713","0"
"Tujamo & Kelvyn Colt - Taking You Home","9","178","","267,568","0"
"Ariana Grande - fake smile","31","6","","267,409","0"
"Mustard & Migos - Pure Water","65","78","","267,398","0"
"Chanel & Abraham Mateo - Clavaíto","--","283","","267,387","0"
"La rappresentante di lista - Ciao Ciao","83","62","","267,352","0"
"Nathan Dawe x Little Mix - No Time For Tears","79","67","","267,243","0"
"Sabrina Carpenter - House Tour","54","21","","267,209","1,907"
"Post Malone - I Like You","67","12","","267,030","0"
"whyspurky & whylovly - Какая","95","73","","266,918","0"
"Rakhim - Fendi","74","93","","266,811","0"
"Medy - Arai","42","103","","266,791","0"
"Rammstein - Zeit","64","18","","266,667","0"
"Sigala & Rita Ora - You for Me","70","47","","266,645","0"
"Rkomi - Blu","84","134","","266,606","0"
"Kungs - Clap Your Hands","95","83","","266,546","0"
"6ix9ine - MAMA","43","3","(x1)","266,509","0"
"Takagi & Ketra, Marco Mengoni & Frah Quintale - Venere e Marte","83","105","","266,280","0"
"Cheat Codes & Little Mix - Only You","83","59","","266,119","0"
"BLANCO - Piangere a 90","81","82","","265,981","0"
"Mark Forster & LEA - Drei Uhr Nachts","55","92","","265,678","0"
"LEA & Cyril - Immer wenn wir uns sehn","--","204","","265,631","0"
"Benny Jamz, Gilli & Kesi - Ibiza","--","501","","265,573","62"
"Miyagi & Andy Panda - Не жалея","70","77","","265,566","0"
"Kali Uchis - telepatía","60","36","","265,411","0"
"Elodie, Michele Bravi & Guè Pequeno - Nero Bali","84","131","","265,406","0"
"Charlie Puth - Done For Me","55","29","","265,355","0"
"Nathan Dawe, Joel Corry & Ella Henderson - 0800 HEAVEN","103","86","","265,139","0"
"Landy - Enfants terribles","70","70","","265,064","0"
"The Minds Of 99 - Alle Skuffer Over Tid","--","515","","265,040","43"
"Nielson - IJskoud","--","244","","264,913","0"
"Glockenbach - Dirty Dancing","76","70","","264,832","0"
"Achille Lauro & Rose Villain - Fragole","83","114","","264,793","0"
"Tujamo, VIZE & MAJAN - Lonely","29","143","","264,763","0"
"Lithe - Fall Back","67","36","","264,761","0"
"Drake - I'm Upset","41","15","","264,511","0"
"Ирина Кайратовна - Айдахар","73","134","","264,439","0"
"T-Fest - Давай сконнектимся","81","79","","264,426","40"
"Becky Hill & Sigala - Heaven On My Mind","89","79","","264,387","0"
"NILETTO, Oleg Miami & Lesha Svik - Громче города","83","72","","264,313","0"
"Damso - N. J Respect R","64","106","","264,108","0"
"Angelina Mango - Che t'o dico a fa'","100","86","","264,094","0"
"Sam Smith & Demi Lovato - I'm Ready","42","16","","263,955","0"
"RIN - UP IN SMOKE","49","34","","263,902","0"
"Zedd & Katy Perry - 365","41","13","","263,842","0"
"Gazo - PROBATION","71","41","","263,779","0"
"Samra - COLT","62","31","","263,772","0"
"GIMS, Morad & SativaMusic - SEYA","88","78","","263,759","0"
"Tory Lanez - The Take","66","65","","263,725","0"
"Miko - Девочка в тренде","70","116","","263,721","0"
"Miksu / Macloud, Bausa & SELMON - Lonely","63","51","","263,490","0"
"Ozuna & Camilo - Despeinada","--","240","","263,360","0"
"Marracash - Crudelia","91","113","","263,197","0"
"Макс Барских - Неземная","16","136","","263,196","0"
"HoodBlaq - PASS AUF","67","40","","263,010","0"
"Massimo Pericolo - Moneylove","68","88","","262,994","0"
"Felix Jaehn - Jennie","43","153","","262,964","0"
"Sam Fender - People Watching","27","95","","262,909","0"
"Semicenk & Rast - Canın Sağ Olsun","--","503","","262,846","42"
"Shiva - Pensando a lei","45","107","","262,753","0"
"Niall Horan - Heaven","86","72","","262,752","0"
"JONY - На сиреневой луне","84","75","","262,684","0"
"Tedua - Red Light","28","113","","262,622","0"
"D-Block Europe - Make You Smile","72","93","","262,564","0"
"Skye Newman - Family Matters","77","93","","262,422","0"
"Shiva - Gotham","50","83","","262,365","160"
"Sfera Ebbasta, Geolier, Simba La Rue & Baby Gang - Calcolatrici","66","90","","262,064","0"
"Natalie Taylor - Surrender","65","53","","262,060","0"
"Mathea - 2x","17","155","","261,963","0"
"DEAD BLONDE - Мальчик на девятке","75","75","","261,888","0"
"Becky Hill & Galantis - Run","77","29","","261,887","0"
"Booba - Trône","61","43","","261,745","0"
"Lost Frequencies & James Arthur - Questions","11","172","","261,727","0"
"Orelsan - Jour meilleur","40","48","","261,662","0"
"Madame - MAREA","86","133","","261,649","0"
"Tiakola, Rsko & Hamza - 1h55","49","34","","261,590","0"
"Frenna - ZAAZAA","3","183","","261,466","158"
"Mida - ROSSOFUOCO","86","107","","261,389","0"
"Heronwater & BUSHIDO ZHO - Дай мне посмотреть","92","90","","261,334","0"
"Lost Frequencies & Tom Odell - Black Friday","90","99","","261,321","0"
"Sam Smith - Pray","60","25","","261,311","0"
"Naza - Joli bébé","58","36","","261,132","0"
"Fedez & Emis Killa - SEXY SHOP","98","85","","260,999","0"
"MACAN - Самый пьяный округ в мире","79","88","","260,922","0"
"Sigala & James Arthur - Lasting Lover","68","44","","260,808","0"
