"Video","Views","Yesterday"
"Nio Garcia x Brray x Juanka x Anuel AA x Myke Towers - La Jeepeta Remix (Lyric Video)","543,820,023","35,792"
"The Black Eyed Peas - Boom Boom Pow (Official Music Video)","543,625,144","95,800"
"BANDA MS - TENGO QUE COLGAR (VIDEO OFICIAL)","543,472,675","68,120"
"Gerardo Coronel ""El Jerry"" - Te Felicito [Video Oficial]","543,394,733","219,884"
"Cris MJ - Una Noche En Medellín (Video Oficial)","543,340,639","192,985"
"Travis Scott - BUTTERFLY EFFECT (Official Video)","543,041,081","108,825"
"Disclosure - Latch ft. Sam Smith","542,806,590","146,546"
"KYLE - iSpy feat. Lil Yachty [Official Music Video]","542,602,781","54,602"
"Arabic Kuthu | Halamithi Habibo -Lyric Video| Beast| Thalapathy Vijay| Sun Pictures| Nelson| Anirudh","542,525,370","40,592"
"Full Video: Galliyan Song | Ek Villain | Ankit Tiwari | Sidharth Malhotra | Shraddha Kapoor","542,501,395","266,616"
"Tove Lo - Habits (Stay High)","541,956,656","120,123"
"Miley Cyrus - The Climb","541,883,627","102,162"
"Skillet - Monster (Official Video)","541,603,471","148,941"
"Manu Bahtidão, Simone Mendes - Daqui Pra Sempre (Vídeo Oficial)","541,399,639","163,389"
"Do You Want to Build a Snowman? (From ""Frozen""/Sing-Along)","541,353,481","329,753"
"Red Hot Chili Peppers - Dark Necessities [Official Music Video]","540,847,339","81,972"
"Halsey - Bad At Love (Official Music Video)","540,585,263","137,011"
"Michael Jackson - Black Or White (Official Video - Shortened Version)","540,442,016","500,634"
"Rihanna - Pour It Up (Explicit)","540,342,872","100,856"
"Taylor Swift - I Knew You Were Trouble","540,174,735","21,195"
"Kanye West - Stronger","540,147,468","133,238"
"Nacho - Happy Happy ft. Los Mendoza","539,992,038","23,410"
"Tiësto & Karol G - Don't Be Shy (Official Music Video)","539,735,014","121,529"
"Je m'appelle Funny Bear - Full French Version - Gummy Bear Song","539,646,085","57,172"
"Chahun Main Ya Naa Full Video Song Aashiqui 2 | Aditya Roy Kapur, Shraddha Kapoor","539,537,788","298,873"
"Jag Ghoomeya Full Song | SULTAN | Salman Khan, Anushka Sharma | Rahat Fateh Ali Khan, Vishal-Shekhar","539,029,859","189,154"
"Fantasia - When I See U","538,910,113","188,181"
"Night Falls (From ""Descendants 3"")","538,560,045","7,658"
"Machine Gun Kelly, Camila Cabello - Bad Things (Official Music Video)","538,291,542","67,188"
"Becky G - Shower (Official Video)","538,289,185","78,602"
"Avicii - Wake Me Up (Official Lyric Video)","538,224,435","154,610"
"Projota - Muleque De Vila (Ao Vivo)","538,212,754","91,310"
"Gusttavo Lima - Termina Comigo Antes  (Ao Vivo em Porto Alegre)","538,129,196","141,572"
"Felix Jaehn - Ain't Nobody (Loves Me Better) (Official Video) ft. Jasmine Thompson","538,019,868","104,789"
"Depeche Mode - Enjoy the Silence (Official Video)","537,967,264","207,915"
"Ram Siya Ram (Lyrical) Adipurush | Prabhas | Sachet-Parampara,Manoj Muntashir S |Om Raut | Bhushan K","537,934,704","244,845"
"Bloodhound Gang - The Bad Touch","537,877,833","99,036"
"MAGIC SYSTEM - Magic In The Air Feat. Chawki [Clip Officiel]","537,851,533","127,674"
"INNA - Yalla | Official Music Video","537,766,721","78,995"
"Rooth Kar Hum Full Video - Gunaah | Dino, Bipasha Basu | Roop Kumar Rathod, Sabri Brothers","537,637,617","394,388"
"DJ Snake, J Balvin, Tyga - Loco Contigo","537,188,251","72,033"
"Maroon 5 - Maps","536,001,445","40,975"
"Armada - Asal Kau Bahagia (Remastered)","535,774,232","152,155"
"Lost Frequencies - Are You With Me (Official Music Video)","535,673,832","158,785"
"Louis Tomlinson - Back to You (Official Video) ft. Bebe Rexha, Digital Farm Animals","535,264,726","41,865"
"J Balvin - Tranquila (Official Video)","535,165,596","40,251"
"Natti Natasha x Bad Bunny - Amantes De Una Noche [Official Video]","534,948,296","54,243"
"Cosculluela - Manicomio (Video Oficial)","534,770,942","272,240"
"Naino Ne Baandhi - Lyrical | Gold | Akshay Kumar | Mouni Roy | Arko","534,255,081","335,262"
"Saif Nabeel - Ashq Mot (Official Music Video) | سيف نبيل - عشك موت - الكليب الرسمي","534,169,476","18,049"
"Stromae - Alors on danse (Official Video)","533,926,677","231,516"
"Demi Lovato - Give Your Heart a Break (Official Video)","533,810,893","83,258"
"Achacho - Video Song | Aranmanai 4  | Sundar.C | Tamannaah | Raashii Khanna | Hiphop Tamizha","533,492,603","308,120"
"Michael Jackson - The Way You Make Me Feel (Official Video)","533,389,607","563,139"
"احمد شيبة - اه لو لعبت يا زهر - و الراقصة الا كوشنير من  فيلم اوشن 14 (فيديو كليب)","533,245,025","106,099"
"Thương Lắm Thầy Cô Ơi! - Bé Phan Hiếu Kiên","533,059,426","57,493"
"Dil To Pagal Hai Song | Shah Rukh Khan, Madhuri, Karisma, Akshay | Lata Mangeshkar, Udit Narayan","532,988,003","381,010"
"Jorge & Mateus - Propaganda [Terra Sem CEP] (Vídeo Oficial)","532,858,256","63,185"
"J Balvin - Sigo Extrañándote (Official Video)","532,756,441","38,245"
"Rod Stewart - Have You Ever Seen The Rain (Official Video)","532,584,279","212,134"
"Doja Cat - Kiss Me More (Official Video) ft. SZA","532,411,973","104,542"
"TWICE ""Like OOH-AHH(OOH-AHH하게)"" M/V","532,270,420","44,366"
"""Sunny Sunny Yaariyan"" Full Video Song (Film Version) |Divya Khosla Kumar|Himansh Kohli, Rakul Preet","531,870,357","278,970"
"Calle 13 - Atrevete te te (Explicit)","531,646,961","149,417"
"Matheus Fernandes e Dilsinho - Baby Me Atende (Clipe Oficial)","531,559,817","62,910"
"KAUN TUJHE Full  Video | M.S. DHONI -THE UNTOLD STORY |Amaal Mallik Palak|Sushant Singh Disha Patani","531,434,015","94,945"
"Poesia Acústica #3 - Capricorniana - Sant | Tiago Mac | Lord | Maria | Choice","531,424,156","106,879"
"Xavi, Manuel Turizo - En Privado (Official Video)","531,396,991","738,749"
"CNCO - Tan Fácil (Official Video)","531,338,416","46,467"
"Reik - Creo en Ti","531,246,868","63,946"
"Dr. Dre - I Need A Doctor (Explicit) ft. Eminem, Skylar Grey","531,107,911","41,205"
"Bella Poarch - Build a B*tch (Official Music Video)","530,842,001","42,648"
"Justin Bieber - As Long As You Love Me ft. Big Sean","530,801,045","108,729"
"Shania Twain - Man! I Feel Like A Woman! (Official Music Video)","530,632,724","156,518"
"Bachpan Ka Pyaar (Official Video) Badshah, Sahdev Dirdo, Aastha Gill, Rico","530,613,018","24,798"
"Maiara & Maraisa - 10% (Ao Vivo em Goiânia)","530,539,317","74,032"
"Olivia Rodrigo - good 4 u (Official Video)","530,516,974","58,280"
"Drake - Started From the Bottom","530,500,846","26,312"
"Chris Brown - Under The Influence (Official Video)","530,342,543","354,427"
"نور الزين + غزوان الفهد / جيناك بهاية","529,789,112","78,464"
"Abusadamente - MC Gustta e MC DG (KondZilla) | Official Music Video","529,504,473","65,421"
"System Of A Down - B.Y.O.B. (Official HD Video)","529,393,340","106,570"
"Aleyna Tilki - Sen Olsan Bari","529,385,378","23,452"
"Ousado Amor (Clipe Oficial) - Isaias Saad","529,080,747","88,069"
"Marília Mendonça - Todo Mundo Vai Sofrer (Todos Os Cantos - Ao Vivo)","528,896,061","47,467"
"Luis Fonsi, Ozuna - Imposible (Official Video)","528,602,954","52,390"
"HA-ASH - Ex de Verdad (HA-ASH Primera Fila - Hecho Realidad [Acústico En Vivo])","528,127,732","91,864"
"Queen - Somebody To Love (Official Video)","528,004,320","74,758"
"BANDA MS - HABLAME DE TI (VIDEO OFICIAL)","527,490,846","40,280"
"Britney Spears - Oops!...I Did It Again (Official HD Video)","527,348,031","133,675"
"Maná - ""Mi Verdad"" a dueto con Shakira (Video Oficial)","527,109,524","122,778"
"Michael Jackson - Earth Song (Official Video)","527,089,587","471,577"
"MC Livinho - Cheia de Marra (KondZilla) | Official Music Video","526,949,221","58,299"
"Selena Gomez - Lose You To Love Me (Official Music Video)","526,766,605","98,891"
"The Breakup Song Full Video - ADHM|Ranbir, Anushka|Arijit,Badshah,Jonita,Nakash|Pritam","526,701,318","127,901"
"Guli Mata - Saad Lamjarred | Shreya Ghoshal | Jennifer Winget | Anshul Garg","526,563,939","152,553"
"Piso 21 & Christian Nodal - Pa' Olvidarme De Ella (Video Oficial)","526,246,067","52,103"
"Roddy Ricch - Down Below [Official Music Video] (Dir. by JMP)","525,972,301","121,579"
"Henrique e Juliano - BRIGA FEIA - DVD Ao Vivo No Ibirapuera","525,420,056","296,344"
"Badtameez Dil Full Song HD Yeh Jawaani Hai Deewani | PRITAM | Ranbir Kapoor, Deepika Padukone","525,363,491","226,598"
"KAROL G, Anuel AA, J. Balvin - LOCATION (Official Video)","524,766,229","39,922"
"Chhor Denge: Parampara Tandon | Sachet-Parampara | Nora Fatehi, Ehan Bhat | Arvindr K, Bhushan Kumar","524,751,049","66,934"
"Hope","524,360,578","330,898"
"Tere Hawaale (Full Video) Laal Singh Chaddha | Aamir,Kareena | Arijit,Shilpa | Pritam,Amitabh,Advait","524,332,182","325,846"
"Lady Gaga - Just Dance (Official Music Video) ft. Colby O'Donis","523,941,531","185,284"
"Justin Bieber - Love Me","523,895,836","246,581"
"Uyi Amma - Azaad | Aaman D, Rasha Thadani| Madhubanti Bagchi,Amit Trivedi,Amitabh| Bosco| Abhishek K","523,333,090","412,907"
"t.A.T.u. - All The Things She Said (Official Music Video)","523,292,853","179,724"
"Silvestre Dangond - Niégame Tres Veces (Vídeo Oficial en Vivo)","521,859,248","98,467"
"Franco De Vita - Tan Sólo Tú (Live) ft. Alejandra Guzmán","521,420,001","127,835"
"B.o.B - Nothin' On You (feat. Bruno Mars) [Official Video]","521,324,305","202,928"
"CJ - WHOOPTY [Official Music Video]","521,295,286","91,023"
"Pitbull & J Balvin - Hey Ma ft Camila Cabello (Spanish Version) | The Fate of the Furious: The Album","521,244,286","57,715"
"Kinna Sona Full Video | Marjaavaan | Sidharth M, Tara S | Meet Bros,Jubin N, Dhvani Bhanushali","521,237,687","114,521"
"Yaad Piya Ki Aane Lagi | Divya Khosla Kumar |Neha K,Tanishk B,Jaani, Faisu, Radhika&Vinay |Bhushan K","521,017,884","30,082"
"Fevicol Se Full Video Song Dabangg 2 (Official) ★ Kareena Kapoor ★ Salman Khan","521,005,698","214,863"
"Melim - Meu Abrigo","520,328,986","64,918"
"KEVIN ROLDAN, Maluma, Andy Rivera - Salgamos (Video Oficial)","520,097,523","78,928"
"Fuerza Regida x Grupo Frontera - Bebe Dame","519,703,456","240,438"
"TWICE ""The Feels"" M/V","519,670,672","107,831"
"Nego do Borel - Você Partiu Meu Coração (Videoclipe) ft. Anitta, Wesley Safadão","519,349,141","27,332"
"Lil Nas X, Jack Harlow - INDUSTRY BABY (Official Video)","519,140,040","67,589"
"Yeh Ladka Hai Allah Full Video - K3G|Shah Rukh Khan|Kajol|Udit Narayan|Alka Yagnik","518,958,359","370,514"
"Mon Laferte - Amárrame ft. Juanes","518,459,200","268,360"
"What Goes Around...Comes Around (Official Video)","517,964,496","64,947"
"BLACKPINK - '뚜두뚜두 (DDU-DU DDU-DU)' DANCE PRACTICE VIDEO (MOVING VER.)","517,960,896","29,597"
"Luis Fonsi - Aqui Estoy Yo ft. Aleks Syntek, Noel Schajris, David Bisbal","517,916,830","67,949"
"Ricardo Montaner - La Gloria de Dios (Video Oficial) ft. Evaluna Montaner","517,874,021","58,094"
"Billie Eilish - everything i wanted","517,811,571","170,124"
"Housefull 4: Shaitan Ka Saala Full Video | Akshay Kumar | Sohail Sen Feat. Vishal Dadlani","517,523,634","67,216"
"TLC - No Scrubs (Official HD Video)","516,881,754","125,421"
"Feid - Normal (Official Video)","516,857,440","298,929"
"Taaron Ka Chamakta [Full Song] Hum Tumhare Hain Sanam","516,118,931","148,811"
"Márcia Fellipe, Jerry Smith - Quem Me Dera","515,119,217","62,432"
"Zoé - Luna (MTV Unplugged)","515,067,708","205,191"
"Fetty Wap ""679"" feat. Remy Boyz [Official Video]","514,941,785","78,039"
"Lele Pons & Guaynaa - Se Te Nota (Official Music Video)","514,749,347","50,388"
"Chayanne - Un Siglo Sin Ti (Vídeo Oficial)","514,739,496","117,268"
"Myke Towers - Diosa (Video Oficial)","514,234,402","61,085"
"Gusttavo Lima - Na Hora de Amar (Spending My Time) - DVD O Embaixador (Ao Vivo)","514,043,761","99,163"
"BANDA MS - HERMOSA EXPERIENCIA (VIDEO OFICIAL)","513,889,762","24,508"
"Khaled - C'Est La Vie","513,875,289","123,702"
"Rusherking, Tiago PZK, KHEA, LIT Killah, Duki, Maria Becerra - ADEMAS DE MI REMIX (Official Video)","513,315,635","74,519"
"KAROL G - 200 Copas (Official Video)","513,214,704","158,629"
"Pamungkas - To The Bone (Official Music Video)","512,334,097","232,458"
"Rauw Alejandro, Anuel AA, Natti Natasha Ft. Farruko y Lunay - Fantasías Remix (Video Oficial)","512,166,466","138,464"
"#video पागल बनाइबे Pagal Banaibe | Dabangg Sarkar | #khesarilalyadav & #priyankasingh| #bhojpurisong","511,982,168","226,548"
"ROCKSTAR: Kun Faya Kun (Full Video Song) | Ranbir Kapoor | A.R. Rahman, Javed Ali, Mohit Chauhan","511,936,363","137,672"
"Dua Lipa - Physical (Official Video)","511,812,988","87,251"
"Bruno Mars - Versace on the Floor (Official Music Video)","511,552,605","98,371"
"""Mere Rashke Qamar"" Song With Lyrics | Baadshaho | Ajay Devgn, Ileana, Nusrat & Rahat Fateh Ali Khan","511,216,462","255,023"
"Meri Aashiqui Song | Rochak Kohli Feat. Jubin Nautiyal | Ihana D | Shree Anwar Sagar | Bhushan Kumar","510,956,711","45,548"
"Maluma - El Préstamo (Official Video)","510,920,525","29,215"
"Sauda Khara Khara |Good Newwz| Akshay Kumar , Kareena , Diljit , Kiara| Sukhbir,Dhvani,Lijo,DjChetas","510,832,478","83,414"
"คำว่าฮักกัน มันเหี่ยถิ่มไส - มนต์แคน แก่นคูน【OFFICIAL MV】","510,780,746","52,592"
"Rae Sremmurd - Swang","510,595,825","59,218"
"KILLSHOT [Official Audio]","510,390,264","51,071"
"Mano Walter - O Que Houve? ft. Marília Mendonça","510,119,684","37,420"
"Porque Me Enamore - (Video Oficial) - Ulices Chaidez y Sus Plebes - Del Records 2016","510,106,181","75,601"
"Los Ángeles Azules - 17 Años ft. Jay De La Cueva","509,768,033","91,916"
"Oo Antava Mawa..Oo Oo Antava Video Song (Telugu) | Pushpa Songs | Allu Arjun| DSP |Sukumar |Samantha","509,552,461","68,397"
"Nicki Minaj - Starships (Explicit) (Official Video)","509,480,570","75,315"
"Travesuras Remix - Nicky Jam Ft De La Ghetto, J balvin, Zion y Arcangel | Video Lyric","509,379,256","54,004"
"#video -Rakesh Mishra | ए राजा जाई ना बहरिया | Ye Raja Jai Na Bahriya |Trishakar Madhu Bhojpuri Song","509,098,013","14,300"
"Luke Combs - When It Rains It Pours (Official Video)","508,896,244","110,497"
"La Konga, Luck Ra, Ke Personajes - YA NO VUELVAS (Video Oficial)","508,880,331","119,960"
"Jordin Sparks, Chris Brown - No Air (Official Video) ft. Chris Brown","508,606,076","106,789"
"Chris Brown - No Guidance (Official Video) ft. Drake","508,568,475","54,702"
"Felipe Araújo & Ferrugem - Atrasadinha","508,478,368","22,678"
"Rihanna - Unfaithful (Official Music Video)","508,471,863","59,360"
"Chikni Chameli - Full Video | Agneepath | Katrina, Hrithik | Shreya | Ajay-Atul","508,423,390","96,626"
"Myke Towers - La Playa (Video Oficial)","508,389,531","108,661"
"Sam Smith - Lay Me Down (Official Music Video)","508,351,142","31,218"
"Juice WRLD - Bandit ft. NBA Youngboy (Official Music Video)","508,198,378","93,783"
"Little Mix - Shout Out to My Ex (Official Video)","507,993,141","31,076"
"Andy & Lucas - Tanto La Queria (Videoclip)","507,988,176","173,566"
"The Chainsmokers - Closer (Official Video) ft. Halsey","507,808,972","79,796"
"Jorge & Mateus - Sosseguei (Como Sempre Feito Nunca) [Vídeo Oficial]","507,553,184","39,121"
"Marília Mendonça - Amante Não Tem Lar (Realidade - Ao Vivo)","507,244,836","52,157"
"Marília Mendonça feat. Gaab - Intenção (Todos Os Cantos - Ao Vivo)","507,218,132","65,806"
"Owl City & Carly Rae Jepsen - Good Time","506,901,689","94,248"
"Alan Walker - Faded (Live Performance)","506,808,478","170,888"
"Si Tu No Estas - Nicky Jam Ft De la Ghetto | Video Oficial","506,807,665","65,533"
"Lady Gaga - Telephone ft. Beyoncé (Official Music Video) ft. Beyoncé","506,726,196","41,846"
"La 5a Estación - El Sol No Regresa","506,666,476","182,235"
"Calibre 50 - Siempre Te Voy A Querer","506,658,965","37,713"
"Noor Alzain And Mohamed Alfaras - Ydk Blras (Offical Video) | نور الزين ومحمد الفارس - يدك بالراس","506,484,038","62,351"
"PIKOTARO - PPAP (Pen Pineapple Apple Pen) (Long Version) (Official Video) [Ultra Records]","506,424,643","74,671"
"Dalex - Bellaquita (Remix) ft. Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles","505,630,205","74,826"
"Lil Nas X - Panini (Official Video)","505,570,586","33,754"
"Los Ángeles Azules, NICKI NICOLE - Otra Noche","505,568,983","151,164"
"Kehlani & G-Eazy - Good Life (from The Fate of the Furious: The Album) [Official Music Video]","505,117,444","124,606"
"Eminem - You Don't Know (Official Music Video) ft. 50 Cent, Cashis, Lloyd Banks","504,849,948","91,488"
"Ozuna FT Anuel AA - Bebe (Lyric Video) | Odisea","504,734,972","148,503"
"Bad Bunny ft. Bomba Estéreo - Ojitos Lindos (Video Oficial) | Un Verano Sin Ti","504,626,782","409,474"
"Luke Combs - Beautiful Crazy (Official Video)","504,177,428","107,479"
"Humberto e Ronaldo - Não Fala Não Pra Mim feat. Jerry Smith","504,122,347","68,446"
"Oasis - Wonderwall (Official Video)","504,024,781","66,314"
"Dido - Thank You (Official Video)","503,478,807","170,059"
"blink-182 - I Miss You (Official Video)","503,359,891","141,106"
"Robbie Williams - Feel","502,581,454","166,315"
"Yandel - Nunca Me Olvides (Official Video)","502,194,899","81,571"
"Skrillex - First Of The Year (Equinox) [Official Music Video]","501,885,000","32,702"
"Indila - Tourner Dans Le Vide (Official Music Video)","501,732,505","159,516"
"Gülşen - Bangır Bangır","501,732,307","120,493"
"Desiigner- Panda (OFFICIAL SONG) Prod. By: Menace","501,578,500","14,066"
"BANDA MS - MEJOR ME ALEJO (VIDEO OFICIAL)","501,440,567","54,376"
"2Pac - Dear Mama","501,367,254","113,221"
"Samuel Messias - Todavia me Alegrarei (Clipe Oficial MK Music)","501,313,883","309,954"
"Tum Hi Aana Full Video | Marjaavaan | Riteish D, Sidharth M, Tara S | Jubin N | Payal Dev Kunaal V","501,241,014","86,972"
"Sara Paula Gómez Arias - Cuán lejos voy (De ""Moana"")","500,690,397","44,639"
"ॐ जय जगदीश हरे आरती Om Jai Jagdish Hare Aarti I ANURADHA PAUDWAL I Vishnu Aarti I Video SongAartiyan","500,614,155","318,473"
"Justin Bieber - Ghost","500,437,592","415,698"
"Sarah Jeffery - Queen of Mean (From ""Descendants 3"")","499,929,725","47,255"
"Juan Magán - He Llorado (Como Un Niño) ft. Gente De Zona","499,691,338","32,693"
"One Direction - One Way Or Another (Teenage Kicks)","499,557,992","19,129"
"HA-ASH - Te Dejo en Libertad (Primera Fila - Hecho Realidad [En Vivo])","499,511,551","215,002"
"The Script - The Man Who Can’t Be Moved (Official Video)","499,298,680","248,112"
"Little Mix - Hair (Official Video) ft. Sean Paul","499,073,132","29,208"
